Date,Price,Car Type,Avg Price,Last 30 days,Last 90 days,YoY Change
07-05-2017,18732.45986578932,Toyota,31072,-1.28,-3.28,-2.78
08-10-2017,18478.301476545243,Toyota,31072,-1.28,-3.28,-2.78
09-15-2017,18444.969779481456,Toyota,31072,-1.28,-3.28,-2.78
10-21-2017,18577.841130456127,Toyota,31072,-1.28,-3.28,-2.78
11-26-2017,18738.894210904782,Toyota,31072,-1.28,-3.28,-2.78
01-01-2018,18788.02547085328,Toyota,31072,-1.28,-3.28,-2.78
02-06-2018,19086.05120271292,Toyota,31072,-1.28,-3.28,-2.78
03-14-2018,19397.388781184098,Toyota,31072,-1.28,-3.28,-2.78
04-19-2018,19623.32003122069,Toyota,31072,-1.28,-3.28,-2.78
05-25-2018,19684.167137876902,Toyota,31072,-1.28,-3.28,-2.78
06-30-2018,19606.933618989577,Toyota,31072,-1.28,-3.28,-2.78
08-05-2018,19475.58386331887,Toyota,31072,-1.28,-3.28,-2.78
09-10-2018,19415.788329268285,Toyota,31072,-1.28,-3.28,-2.78
10-16-2018,19648.202428460998,Toyota,31072,-1.28,-3.28,-2.78
11-21-2018,19579.079219840667,Toyota,31072,-1.28,-3.28,-2.78
12-27-2018,19658.986372859745,Toyota,31072,-1.28,-3.28,-2.78
02-01-2019,19726.342394721098,Toyota,31072,-1.28,-3.28,-2.78
03-09-2019,20001.919010256817,Toyota,31072,-1.28,-3.28,-2.78
04-14-2019,20173.32058533792,Toyota,31072,-1.28,-3.28,-2.78
05-20-2019,20174.502859997312,Toyota,31072,-1.28,-3.28,-2.78
06-25-2019,20176.26599246623,Toyota,31072,-1.28,-3.28,-2.78
07-31-2019,20260.05666950575,Toyota,31072,-1.28,-3.28,-2.78
09-05-2019,20411.400924236597,Toyota,31072,-1.28,-3.28,-2.78
10-11-2019,20478.173566012978,Toyota,31072,-1.28,-3.28,-2.78
11-16-2019,20591.203726923137,Toyota,31072,-1.28,-3.28,-2.78
12-22-2019,20706.9494340242,Toyota,31072,-1.28,-3.28,-2.78
01-27-2020,20947.144706926345,Toyota,31072,-1.28,-3.28,-2.78
03-03-2020,21273.572613329856,Toyota,31072,-1.28,-3.28,-2.78
04-08-2020,21591.12367739865,Toyota,31072,-1.28,-3.28,-2.78
05-14-2020,21823.45925736337,Toyota,31072,-1.28,-3.28,-2.78
06-19-2020,21309.443422639382,Toyota,31072,-1.28,-3.28,-2.78
07-25-2020,20513.707929865213,Toyota,31072,-1.28,-3.28,-2.78
08-30-2020,19806.463223987612,Toyota,31072,-1.28,-3.28,-2.78
10-05-2020,19729.526096965023,Toyota,31072,-1.28,-3.28,-2.78
11-10-2020,19990.44579937939,Toyota,31072,-1.28,-3.28,-2.78
12-16-2020,20293.749562210553,Toyota,31072,-1.28,-3.28,-2.78
01-21-2021,20627.88222981465,Toyota,31072,-1.28,-3.28,-2.78
02-26-2021,21109.515546304956,Toyota,31072,-1.28,-3.28,-2.78
04-03-2021,21451.69874149802,Toyota,31072,-1.28,-3.28,-2.78
05-09-2021,21486.336660447938,Toyota,31072,-1.28,-3.28,-2.78
06-14-2021,21783.94988516836,Toyota,31072,-1.28,-3.28,-2.78
07-20-2021,21920.85184094858,Toyota,31072,-1.28,-3.28,-2.78
08-25-2021,22251.401392227388,Toyota,31072,-1.28,-3.28,-2.78
09-30-2021,23244.839527027027,Toyota,31072,-1.28,-3.28,-2.78
11-05-2021,24581.677969800763,Toyota,31072,-1.28,-3.28,-2.78
12-11-2021,25934.24833385717,Toyota,31072,-1.28,-3.28,-2.78
01-16-2022,27843.037167361108,Toyota,31072,-1.28,-3.28,-2.78
02-21-2022,29587.690826481958,Toyota,31072,-1.28,-3.28,-2.78
03-29-2022,31219.517422810884,Toyota,31072,-1.28,-3.28,-2.78
05-04-2022,32748.807480991567,Toyota,31072,-1.28,-3.28,-2.78
06-09-2022,33105.86907795972,Toyota,31072,-1.28,-3.28,-2.78
07-15-2022,33146.5787957782,Toyota,31072,-1.28,-3.28,-2.78
08-20-2022,32974.4412144215,Toyota,31072,-1.28,-3.28,-2.78
09-25-2022,32875.49814296716,Toyota,31072,-1.28,-3.28,-2.78
10-31-2022,32641.704527550304,Toyota,31072,-1.28,-3.28,-2.78
12-06-2022,32388.107148954023,Toyota,31072,-1.28,-3.28,-2.78
01-11-2023,32160.7577770811,Toyota,31072,-1.28,-3.28,-2.78
02-16-2023,31993.839622473934,Toyota,31072,-1.28,-3.28,-2.78
03-24-2023,31855.45395300494,Toyota,31072,-1.28,-3.28,-2.78
04-29-2023,32176.39996485154,Toyota,31072,-1.28,-3.28,-2.78
06-04-2023,32650.641977155312,Toyota,31072,-1.28,-3.28,-2.78
07-10-2023,33021.61318074015,Toyota,31072,-1.28,-3.28,-2.78
08-15-2023,32973.86923179002,Toyota,31072,-1.28,-3.28,-2.78
09-20-2023,33030.12991801476,Toyota,31072,-1.28,-3.28,-2.78
10-26-2023,33231.68482926598,Toyota,31072,-1.28,-3.28,-2.78
12-01-2023,32882.48493056911,Toyota,31072,-1.28,-3.28,-2.78
01-06-2024,32215.368139353148,Toyota,31072,-1.28,-3.28,-2.78
02-11-2024,31802.44311727715,Toyota,31072,-1.28,-3.28,-2.78
03-18-2024,31444.792546757282,Toyota,31072,-1.28,-3.28,-2.78
07-21-2014,17996.957143747568,Subaru,25239,-1.67,-4.01,-6.09
08-26-2014,17980.277051027017,Subaru,25239,-1.67,-4.01,-6.09
10-01-2014,18071.557187636856,Subaru,25239,-1.67,-4.01,-6.09
11-06-2014,18261.285441772245,Subaru,25239,-1.67,-4.01,-6.09
12-12-2014,18241.817940420504,Subaru,25239,-1.67,-4.01,-6.09
01-17-2015,18172.872900821498,Subaru,25239,-1.67,-4.01,-6.09
02-22-2015,18725.37314951413,Subaru,25239,-1.67,-4.01,-6.09
03-30-2015,18955.971959540762,Subaru,25239,-1.67,-4.01,-6.09
05-05-2015,19073.1331132867,Subaru,25239,-1.67,-4.01,-6.09
06-10-2015,19056.81719521742,Subaru,25239,-1.67,-4.01,-6.09
07-16-2015,19016.503339910167,Subaru,25239,-1.67,-4.01,-6.09
08-21-2015,19121.684592129823,Subaru,25239,-1.67,-4.01,-6.09
09-26-2015,19134.81623626963,Subaru,25239,-1.67,-4.01,-6.09
11-01-2015,19309.869739537335,Subaru,25239,-1.67,-4.01,-6.09
12-07-2015,19869.26905954403,Subaru,25239,-1.67,-4.01,-6.09
01-12-2016,19746.988809948543,Subaru,25239,-1.67,-4.01,-6.09
02-17-2016,19664.906318918278,Subaru,25239,-1.67,-4.01,-6.09
03-24-2016,19653.690211339035,Subaru,25239,-1.67,-4.01,-6.09
04-29-2016,19565.56069574706,Subaru,25239,-1.67,-4.01,-6.09
06-04-2016,19767.786611576794,Subaru,25239,-1.67,-4.01,-6.09
07-10-2016,19645.66685593516,Subaru,25239,-1.67,-4.01,-6.09
08-15-2016,19499.579094986246,Subaru,25239,-1.67,-4.01,-6.09
09-20-2016,19002.73529072901,Subaru,25239,-1.67,-4.01,-6.09
10-26-2016,19315.4806916285,Subaru,25239,-1.67,-4.01,-6.09
12-01-2016,19375.955420615923,Subaru,25239,-1.67,-4.01,-6.09
01-06-2017,19671.282040063492,Subaru,25239,-1.67,-4.01,-6.09
02-11-2017,20154.220230910596,Subaru,25239,-1.67,-4.01,-6.09
03-19-2017,20098.328984990032,Subaru,25239,-1.67,-4.01,-6.09
04-24-2017,19825.94798818492,Subaru,25239,-1.67,-4.01,-6.09
05-30-2017,19504.357681546317,Subaru,25239,-1.67,-4.01,-6.09
07-05-2017,19146.701663966192,Subaru,25239,-1.67,-4.01,-6.09
08-10-2017,18914.842905711153,Subaru,25239,-1.67,-4.01,-6.09
09-15-2017,18661.606716031947,Subaru,25239,-1.67,-4.01,-6.09
10-21-2017,18875.887962765562,Subaru,25239,-1.67,-4.01,-6.09
11-26-2017,19388.587916034987,Subaru,25239,-1.67,-4.01,-6.09
01-01-2018,19612.63085835365,Subaru,25239,-1.67,-4.01,-6.09
02-06-2018,19712.24436440394,Subaru,25239,-1.67,-4.01,-6.09
03-14-2018,19827.98290767152,Subaru,25239,-1.67,-4.01,-6.09
04-19-2018,19795.51629713387,Subaru,25239,-1.67,-4.01,-6.09
05-25-2018,19838.24609009273,Subaru,25239,-1.67,-4.01,-6.09
06-30-2018,19583.30912303816,Subaru,25239,-1.67,-4.01,-6.09
08-05-2018,19543.86450625906,Subaru,25239,-1.67,-4.01,-6.09
09-10-2018,19455.975895923075,Subaru,25239,-1.67,-4.01,-6.09
10-16-2018,19578.25873021047,Subaru,25239,-1.67,-4.01,-6.09
11-21-2018,19865.602575208963,Subaru,25239,-1.67,-4.01,-6.09
12-27-2018,20039.14736903157,Subaru,25239,-1.67,-4.01,-6.09
02-01-2019,20315.83974288459,Subaru,25239,-1.67,-4.01,-6.09
03-09-2019,20621.21654713492,Subaru,25239,-1.67,-4.01,-6.09
04-14-2019,20827.72023857447,Subaru,25239,-1.67,-4.01,-6.09
05-20-2019,20577.43188783541,Subaru,25239,-1.67,-4.01,-6.09
06-25-2019,20005.571443551413,Subaru,25239,-1.67,-4.01,-6.09
07-31-2019,19729.411468439004,Subaru,25239,-1.67,-4.01,-6.09
09-05-2019,19608.438130854614,Subaru,25239,-1.67,-4.01,-6.09
10-11-2019,19532.808606055572,Subaru,25239,-1.67,-4.01,-6.09
11-16-2019,19648.872408659725,Subaru,25239,-1.67,-4.01,-6.09
12-22-2019,20036.89613519164,Subaru,25239,-1.67,-4.01,-6.09
01-27-2020,20134.212850347278,Subaru,25239,-1.67,-4.01,-6.09
03-03-2020,20146.210954569055,Subaru,25239,-1.67,-4.01,-6.09
04-08-2020,20088.009161134858,Subaru,25239,-1.67,-4.01,-6.09
05-14-2020,20306.83654033552,Subaru,25239,-1.67,-4.01,-6.09
06-19-2020,20094.664649129365,Subaru,25239,-1.67,-4.01,-6.09
07-25-2020,19998.41438865675,Subaru,25239,-1.67,-4.01,-6.09
08-30-2020,19646.982531911803,Subaru,25239,-1.67,-4.01,-6.09
10-05-2020,19568.638926119995,Subaru,25239,-1.67,-4.01,-6.09
11-10-2020,19844.905823324574,Subaru,25239,-1.67,-4.01,-6.09
12-16-2020,20298.192929129924,Subaru,25239,-1.67,-4.01,-6.09
01-21-2021,20440.711126850118,Subaru,25239,-1.67,-4.01,-6.09
02-26-2021,20510.206382472672,Subaru,25239,-1.67,-4.01,-6.09
04-03-2021,20597.21937705789,Subaru,25239,-1.67,-4.01,-6.09
05-09-2021,20548.45787577373,Subaru,25239,-1.67,-4.01,-6.09
06-14-2021,20580.915768826824,Subaru,25239,-1.67,-4.01,-6.09
07-20-2021,20514.53043396984,Subaru,25239,-1.67,-4.01,-6.09
08-25-2021,20610.051156294932,Subaru,25239,-1.67,-4.01,-6.09
09-30-2021,20922.328999785874,Subaru,25239,-1.67,-4.01,-6.09
11-05-2021,21782.046823918176,Subaru,25239,-1.67,-4.01,-6.09
12-11-2021,23018.90634651635,Subaru,25239,-1.67,-4.01,-6.09
01-16-2022,24476.25278956314,Subaru,25239,-1.67,-4.01,-6.09
02-21-2022,25928.703820206458,Subaru,25239,-1.67,-4.01,-6.09
03-29-2022,26883.980410715823,Subaru,25239,-1.67,-4.01,-6.09
05-04-2022,27724.104444879642,Subaru,25239,-1.67,-4.01,-6.09
06-09-2022,28094.72130563133,Subaru,25239,-1.67,-4.01,-6.09
07-15-2022,28132.49950962378,Subaru,25239,-1.67,-4.01,-6.09
08-20-2022,27957.71188108324,Subaru,25239,-1.67,-4.01,-6.09
09-25-2022,27862.693491229416,Subaru,25239,-1.67,-4.01,-6.09
10-31-2022,27448.15370348827,Subaru,25239,-1.67,-4.01,-6.09
12-06-2022,27229.09947538213,Subaru,25239,-1.67,-4.01,-6.09
01-11-2023,27032.03354999113,Subaru,25239,-1.67,-4.01,-6.09
02-16-2023,27021.10105991593,Subaru,25239,-1.67,-4.01,-6.09
03-24-2023,26971.300895660173,Subaru,25239,-1.67,-4.01,-6.09
04-29-2023,27035.207240123404,Subaru,25239,-1.67,-4.01,-6.09
06-04-2023,27304.82915249376,Subaru,25239,-1.67,-4.01,-6.09
07-10-2023,27333.842346772606,Subaru,25239,-1.67,-4.01,-6.09
08-15-2023,27229.845911506116,Subaru,25239,-1.67,-4.01,-6.09
09-20-2023,27223.541881589146,Subaru,25239,-1.67,-4.01,-6.09
10-26-2023,27125.649955112254,Subaru,25239,-1.67,-4.01,-6.09
12-01-2023,26599.409392788028,Subaru,25239,-1.67,-4.01,-6.09
01-06-2024,26281.24863673449,Subaru,25239,-1.67,-4.01,-6.09
02-11-2024,26055.98204156083,Subaru,25239,-1.67,-4.01,-6.09
03-18-2024,25600.545330703553,Subaru,25239,-1.67,-4.01,-6.09
07-21-2014,14365.66561253055,Kia,22932,-1.27,-3.66,-7.29
08-26-2014,14473.881757261042,Kia,22932,-1.27,-3.66,-7.29
10-01-2014,14503.00489314119,Kia,22932,-1.27,-3.66,-7.29
11-06-2014,14572.813335950155,Kia,22932,-1.27,-3.66,-7.29
12-12-2014,14519.86417263321,Kia,22932,-1.27,-3.66,-7.29
01-17-2015,14462.20417210856,Kia,22932,-1.27,-3.66,-7.29
02-22-2015,14513.568818302383,Kia,22932,-1.27,-3.66,-7.29
03-30-2015,14681.407531453853,Kia,22932,-1.27,-3.66,-7.29
05-05-2015,14810.537769111017,Kia,22932,-1.27,-3.66,-7.29
06-10-2015,14897.333819314195,Kia,22932,-1.27,-3.66,-7.29
07-16-2015,14905.487323038386,Kia,22932,-1.27,-3.66,-7.29
08-21-2015,14970.596613593178,Kia,22932,-1.27,-3.66,-7.29
09-26-2015,14885.202531328763,Kia,22932,-1.27,-3.66,-7.29
11-01-2015,14912.293061955803,Kia,22932,-1.27,-3.66,-7.29
12-07-2015,14937.26807163808,Kia,22932,-1.27,-3.66,-7.29
01-12-2016,14882.199703823924,Kia,22932,-1.27,-3.66,-7.29
02-17-2016,14728.996563549377,Kia,22932,-1.27,-3.66,-7.29
03-24-2016,14639.838686378625,Kia,22932,-1.27,-3.66,-7.29
04-29-2016,14650.003651328409,Kia,22932,-1.27,-3.66,-7.29
06-04-2016,14775.216793916303,Kia,22932,-1.27,-3.66,-7.29
07-10-2016,14971.345941682,Kia,22932,-1.27,-3.66,-7.29
08-15-2016,14908.965095233514,Kia,22932,-1.27,-3.66,-7.29
09-20-2016,14736.031465103682,Kia,22932,-1.27,-3.66,-7.29
10-26-2016,14826.339718022642,Kia,22932,-1.27,-3.66,-7.29
12-01-2016,14907.56440003,Kia,22932,-1.27,-3.66,-7.29
01-06-2017,14863.74586716589,Kia,22932,-1.27,-3.66,-7.29
02-11-2017,14856.769119449362,Kia,22932,-1.27,-3.66,-7.29
03-19-2017,14946.345356921482,Kia,22932,-1.27,-3.66,-7.29
04-24-2017,15034.805956984188,Kia,22932,-1.27,-3.66,-7.29
05-30-2017,15142.99679183936,Kia,22932,-1.27,-3.66,-7.29
07-05-2017,14885.739469757764,Kia,22932,-1.27,-3.66,-7.29
08-10-2017,14773.395313783154,Kia,22932,-1.27,-3.66,-7.29
09-15-2017,14601.45769988931,Kia,22932,-1.27,-3.66,-7.29
10-21-2017,14719.823680456457,Kia,22932,-1.27,-3.66,-7.29
11-26-2017,14909.580926627365,Kia,22932,-1.27,-3.66,-7.29
01-01-2018,14858.695393081194,Kia,22932,-1.27,-3.66,-7.29
02-06-2018,14885.240267816082,Kia,22932,-1.27,-3.66,-7.29
03-14-2018,14859.808460797807,Kia,22932,-1.27,-3.66,-7.29
04-19-2018,15026.719405576796,Kia,22932,-1.27,-3.66,-7.29
05-25-2018,15236.017227651511,Kia,22932,-1.27,-3.66,-7.29
06-30-2018,15269.5067306858,Kia,22932,-1.27,-3.66,-7.29
08-05-2018,15222.306429502263,Kia,22932,-1.27,-3.66,-7.29
09-10-2018,14846.173321073218,Kia,22932,-1.27,-3.66,-7.29
10-16-2018,14891.189922568696,Kia,22932,-1.27,-3.66,-7.29
11-21-2018,14816.459657759873,Kia,22932,-1.27,-3.66,-7.29
12-27-2018,14717.671559305138,Kia,22932,-1.27,-3.66,-7.29
02-01-2019,14742.65406713154,Kia,22932,-1.27,-3.66,-7.29
03-09-2019,15060.921148335052,Kia,22932,-1.27,-3.66,-7.29
04-14-2019,15345.697855995815,Kia,22932,-1.27,-3.66,-7.29
05-20-2019,15695.149076268111,Kia,22932,-1.27,-3.66,-7.29
06-25-2019,15901.402107695081,Kia,22932,-1.27,-3.66,-7.29
07-31-2019,15775.528130848721,Kia,22932,-1.27,-3.66,-7.29
09-05-2019,15633.489449347175,Kia,22932,-1.27,-3.66,-7.29
10-11-2019,15714.765321221379,Kia,22932,-1.27,-3.66,-7.29
11-16-2019,15777.777387571938,Kia,22932,-1.27,-3.66,-7.29
12-22-2019,15532.155362929632,Kia,22932,-1.27,-3.66,-7.29
01-27-2020,15329.758766078106,Kia,22932,-1.27,-3.66,-7.29
03-03-2020,15334.856572613739,Kia,22932,-1.27,-3.66,-7.29
04-08-2020,15456.900030937959,Kia,22932,-1.27,-3.66,-7.29
05-14-2020,15474.464033496926,Kia,22932,-1.27,-3.66,-7.29
06-19-2020,15336.479871511558,Kia,22932,-1.27,-3.66,-7.29
07-25-2020,15290.407100479348,Kia,22932,-1.27,-3.66,-7.29
08-30-2020,15292.493461458234,Kia,22932,-1.27,-3.66,-7.29
10-05-2020,15219.96012865304,Kia,22932,-1.27,-3.66,-7.29
11-10-2020,15276.233191688754,Kia,22932,-1.27,-3.66,-7.29
12-16-2020,15198.25443426647,Kia,22932,-1.27,-3.66,-7.29
01-21-2021,15112.359916922107,Kia,22932,-1.27,-3.66,-7.29
02-26-2021,15505.971192847208,Kia,22932,-1.27,-3.66,-7.29
04-03-2021,15918.926955473657,Kia,22932,-1.27,-3.66,-7.29
05-09-2021,16187.735745228716,Kia,22932,-1.27,-3.66,-7.29
06-14-2021,16423.78500063001,Kia,22932,-1.27,-3.66,-7.29
07-20-2021,16446.90314164808,Kia,22932,-1.27,-3.66,-7.29
08-25-2021,16496.763681998298,Kia,22932,-1.27,-3.66,-7.29
09-30-2021,16543.738186018916,Kia,22932,-1.27,-3.66,-7.29
11-05-2021,17093.341870720284,Kia,22932,-1.27,-3.66,-7.29
12-11-2021,17872.758488897707,Kia,22932,-1.27,-3.66,-7.29
01-16-2022,19153.666717183594,Kia,22932,-1.27,-3.66,-7.29
02-21-2022,20480.50669465928,Kia,22932,-1.27,-3.66,-7.29
03-29-2022,21890.223277692658,Kia,22932,-1.27,-3.66,-7.29
05-04-2022,23443.727677799085,Kia,22932,-1.27,-3.66,-7.29
06-09-2022,24385.80806726907,Kia,22932,-1.27,-3.66,-7.29
07-15-2022,25132.816734396798,Kia,22932,-1.27,-3.66,-7.29
08-20-2022,25374.15949795151,Kia,22932,-1.27,-3.66,-7.29
09-25-2022,25685.95546308949,Kia,22932,-1.27,-3.66,-7.29
10-31-2022,25584.287187116694,Kia,22932,-1.27,-3.66,-7.29
12-06-2022,25359.55514687504,Kia,22932,-1.27,-3.66,-7.29
01-11-2023,25125.021973533934,Kia,22932,-1.27,-3.66,-7.29
02-16-2023,24896.240434256364,Kia,22932,-1.27,-3.66,-7.29
03-24-2023,24703.568073459825,Kia,22932,-1.27,-3.66,-7.29
04-29-2023,24717.764291691157,Kia,22932,-1.27,-3.66,-7.29
06-04-2023,24561.725131362073,Kia,22932,-1.27,-3.66,-7.29
07-10-2023,24614.601977248858,Kia,22932,-1.27,-3.66,-7.29
08-15-2023,24604.698877824954,Kia,22932,-1.27,-3.66,-7.29
09-20-2023,24586.32507727664,Kia,22932,-1.27,-3.66,-7.29
10-26-2023,24586.510872742252,Kia,22932,-1.27,-3.66,-7.29
12-01-2023,24264.68547448413,Kia,22932,-1.27,-3.66,-7.29
01-06-2024,23901.147305255403,Kia,22932,-1.27,-3.66,-7.29
02-11-2024,23539.001046459078,Kia,22932,-1.27,-3.66,-7.29
03-18-2024,23206.031055283383,Kia,22932,-1.27,-3.66,-7.29
Â© 2024 CarGurus, Inc., All Rights Reserved.